"","year","state","st","gov_name","term_in_office","gov_party","term_length","limit_type","lame_duck_last_term","gub_election","gov_pres_same_elect_year","gov_pres_same_party","unemployment","state_cpi","gross_state_product","change_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","stimson_mood.1","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"85",1987,"Arkansas","AR","Clinton, Bill",4,1,4,0,0,0,0,1,7.475000025,0.5118307625,65879.75,0.0604640032522758,0.644664495,50.65190025,-0.2681962475,44.8202495,0.63889998,44.8202495,295925,400386,696412,0.5749,0.424928059826654,0.149971940173346,0.581666666666667,0.38,466578,349237,NA,827738,0.564,0.422,NA,NA,NA,0
"86",1991,"Arkansas","AR","Clinton, Bill",5,1,4,0,0,0,0,1,7.25,0.573578,78020,0.0828485533104174,0.654547005,42.985899,-0.206644005,43.9704995,0.57499999,43.9704995,NA,NA,NA,NA,NA,NA,0.549166666666666,0.420833333333334,337324,505823,99132,950653,0.355,0.532,0.104,0.63,0.36,0
"87",1993,"Arkansas","AR","Tucker, Jim Guy Jr.",1,1,4,2,0,0,0,0,5.75,0.605654505,94837,0.102025281876382,0.66515401,41.26375,-0.221045,41.6369995,0.57499999,41.6369995,287904,428936,716840,0.5984,0.401629373360862,0.196770626639138,0.51,0.4475,NA,NA,NA,NA,NA,NA,NA,0.442083333333333,0.510833333333333,1
"88",1995,"Arkansas","AR","Tucker, Jim Guy Jr.",2,1,4,2,0,0,0,0,4.5,0.63095802,109906,0.0949648315300775,0.70505798,40.0728,-0.24920499,36.869999,0.5984,36.869999,NA,NA,NA,NA,NA,NA,0.39,0.61,NA,NA,NA,NA,NA,NA,NA,0.38,0.62,1
"89",1996,"Arkansas","AR",NA,0,0.53825134,4,2,0,0,0,0,5.4000001,0.66488268,128972.666666667,0.082203055198949,0.78042835,42.6149,-0.246908003333333,34.0283346666667,0.5984,34.0283346666667,272923,421989,706011,0.5977,0.386570464199566,0.211129535800434,0.573333333333333,0.385555555555556,325416,475171,69884,884262,0.368,0.537,0.079,0.553333333333333,0.446666666666667,1
"90",1999,"Arkansas","AR","Huckabee, Mike",1,0,4,2,0,0,0,1,4.850000025,0.7247407575,165092.25,0.0620298517243303,0.875826,43.27925,-0.2476112525,37.2249995,0.39230001,37.2249995,378250,427082,805696,0.5301,0.469469874493606,0.0606301255063945,0.637916666666667,0.239166666666667,472940,422768,13421,921781,0.513,0.459,0.015,0.688,0.276666666666667,1
"91",2003,"Arkansas","AR","Huckabee, Mike",2,0,4,2,1,0,0,0,5.624999975,0.810965255,215057.75,0.0867333420573253,0.879316255,50.34367575,-0.2618134975,37.655999,0.46970001,37.655999,315040,430765,774680,0.5561,0.406671141632674,0.149428858367326,0.561420454545454,0.390227272727273,572898,469953,NA,1054945,0.543,0.445,NA,0.436428571428571,0.514107142857143,0
"92",2007,"Arkansas","AR","Beebe, Mike",1,1,4,2,0,0,0,1,6.70416666666667,0.912984995,255974,0.00736502629087807,0.7627182325,47.60674975,-0.25383525,34.6502505,0.5776,34.6502505,262784,503336,781333,0.6442,0.336327788535746,0.307872211464254,0.766666666666667,0.1,638017,422310,NA,1086617,0.587,0.389,NA,0.326666666666667,0.617777777777778,0
"93",2011,"Arkansas","AR","Beebe, Mike",2,1,4,2,1,0,0,0,7.27708333333334,NA,NA,NA,NA,29.7054003333333,-0.17370901,NA,NA,NA,352115,470429,848592,0.5544,0.414940277542093,0.139459722457907,NA,NA,647744,394409,NA,1069468,0.606,0.369,NA,NA,NA,1
"94",2015,"Arkansas","AR","Hutchinson, Asa",1,0,4,2,0,0,0,0,4.21388888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684872,380494,29829,1130635,0.606,0.337,0.026,NA,NA,1
"95",1950,"California","CA","Warren, Earl",1,0,4,0,0,1,0,1,NA,NA,NA,NA,0.735873505,NA,NA,NA,0.35139999,NA,NA,NA,NA,NA,NA,NA,NA,NA,2897310,2197548,NA,5141849,0.563,0.427,NA,NA,NA,1
"96",1954,"California","CA","Knight, Goodwin J.",1,0,4,0,0,1,0,0,NA,NA,NA,NA,0.854283606,NA,NA,43.6946653333333,0.4316,43.6946653333333,NA,NA,NA,NA,NA,NA,NA,NA,3027668,2420135,NA,5466355,0.554,0.443,NA,NA,NA,0
"97",1959,"California","CA","Brown, Edmund G. """"""""Pat"""""""" Sr.",1,1,4,0,0,0,0,1,NA,0.104664666666667,NA,NA,0.8238827575,59.9191663333333,NA,54.208249,0.59799999,54.208249,NA,NA,NA,NA,NA,NA,0.225,0.66,3259722,3224099,NA,6506578,0.501,0.496,NA,NA,NA,0
"98",1963,"California","CA","Brown, Edmund G. """"""""Pat"""""""" Sr.",2,1,4,0,0,0,0,0,NA,0.1171215,76050.5,0.0766835883600374,0.7999862425,52.7504245,NA,54.61275,0.52569997,54.61275,NA,NA,NA,NA,NA,NA,0.3275,0.623333333333333,2879108,4171877,NA,7057586,0.408,0.591,NA,0.34125,0.5475,1
"99",1967,"California","CA","Reagan, Ronald",1,0,4,0,0,0,0,1,NA,0.1479455025,101726.5,0.0727273611728958,0.933876515,53.302576,NA,51.302,0.4235,51.302,2938807,3439664,6510272,0.5283,0.451410785908792,0.0768892140912085,0.396666666666667,0.535,3467664,3244318,487270,7251587,0.478,0.447,0.067,NA,NA,1
"100",1971,"California","CA","Reagan, Ronald",2,0,4,0,0,0,0,0,NA,0.194931,140640.25,0.0964640831260654,0.9546387625,53.55810075,NA,46.53875,0.46070001,46.53875,2952954,3131648,6248070,0.5012,0.47261858461893,0.0285814153810697,0.306666666666667,0.65,4602096,3475847,NA,8367862,0.55,0.415,NA,NA,NA,0
"101",1975,"California","CA","Brown, Edmund G. """"""""Jerry"""""""" Jr.",1,1,4,0,0,0,0,1,8.599999775,0.2785462525,217034,0.129185881066956,0.8236079975,51.892724,-0.0310943326666667,41.02249925,0.5147,41.02249925,2526534,3878812,6922378,0.5603,0.364980646823967,0.195319353176033,0.426875,0.508125,3882244,3742284,NA,7867117,0.493,0.476,NA,0.53,0.35,0
"102",1979,"California","CA","Brown, Edmund G. """"""""Jerry"""""""" Jr.",2,1,4,0,0,0,0,0,7.574999925,0.423534005,346011.25,0.106625060995034,0.800895245,47.8706245,-0.05979574975,35.75675125,0.6056,35.75675125,3787669,3881014,7876698,0.4927,0.480870156504667,0.0118298434953327,0.282125,0.695625,4524858,3083661,739833,8587063,0.527,0.359,0.086,0.64,0.28,1
"103",1983,"California","CA","Deukmejian, George",1,0,4,0,0,0,0,0,7.8499999,0.51532898,498824.25,0.093743306997749,0.92276475,50.74930075,-0.0863950005,41.73775,0.4939,41.73775,2781714,4506601,7443551,0.6054,0.373707925155615,0.231692074844385,0.444166666666667,0.468791666666667,5467009,3922519,NA,9505423,0.575,0.413,NA,0.36,0.06,0
"104",1987,"California","CA","Deukmejian, George",2,0,4,0,0,0,0,0,5.45000005,0.61651525,695843.25,0.0826404233055873,0.9759287525,54.78985025,-0.09677074925,45.67299825,0.38170001,45.67299825,3525197,3791904,7699467,0.4925,0.457849484905903,0.0346505150940968,0.457619047619048,0.441785714285714,5054917,4702233,NA,9887065,0.511,0.476,NA,0.460833333333334,0.422619047619048,0
"105",1991,"California","CA","Wilson, Peter B. """"""""Pete""""""""",1,0,4,2,0,0,0,0,8.625,0.7274502525,821302.75,0.0273112572692676,0.954390005,51.58190025,-0.07095349925,43.68025025,0.48179999,43.68025025,3519799,4781766,8665375,0.5518,0.406191191956494,0.145608808043506,0.315188492063492,0.605654761904762,3630574,5121325,2296006,11131721,0.326,0.46,0.206,0.502076007326008,0.38451282051282,0
"106",1995,"California","CA","Wilson, Peter B. """"""""Pete""""""""",2,0,4,2,1,0,0,1,6.4666667,0.7861000175,993940.75,0.0632890064682006,0.976792245,52.20080075,-0.06668324975,32.880251,0.42399999,32.880251,3218030,4860702,8385196,0.5797,0.38377516756913,0.19592483243087,0.384368055555555,0.608055555555556,3828380,5119835,697847,10019484,0.382,0.511,0.07,0.541419726107226,0.353920454545455,1
"107",1999,"California","CA","Davis, Gray",1,1,4,2,0,0,0,0,5.524999975,0.86699274,1300000,0.0627913752913753,0.826933755,55.3012245,-0.00380474975,37.53724925,0.60170001,37.53724925,3169801,3533490,7476311,0.4726,0.423979286040936,0.0486207139590635,0.519543269230769,0.351307692307693,4567429,5861203,418707,10965856,0.417,0.534,0.038,0.643301587301587,0.276867724867725,1
"108",2003,"California","CA","Switch; Davis-D then Schwarzenegger",2,1,4,2,1,1,0,1,6.6999998,0.95019901,1500000,0.0714285714285714,0.82765001,55.624901,-0.028267,42.784,0.52710003,42.784,NA,NA,NA,NA,NA,NA,0.392295081967213,0.534098360655738,NA,NA,NA,NA,NA,NA,NA,0.477222222222222,0.46,0
"109",2004,"California","CA","Schwarzenegger, Arnold",1,0,4,2,0,0,0,0,5.50555548888889,1.0791133,1700000,0.0626633986928105,0.905558326666667,58.9215673333333,-0.0170979996666667,44.720333,0.52710003,44.720333,3376732,4850157,8679416,0.5588,0.389050599717769,0.169749400282231,0.470454441391941,0.422142857142857,5509826,6745485,NA,12421852,0.444,0.543,NA,0.364180035650624,0.585516934046346,0
"110",2007,"California","CA","Schwarzenegger, Arnold",2,0,4,2,1,0,0,0,9.00833333333334,1.234617475,1875000,0.0146198830409357,0.94542125,61.69205025,0.040462751,49.24775025,0.41049999,49.24775025,4127391,5428149,10095185,0.5377,0.408847485212009,0.128852514787991,0.417111111111111,0.511285714285714,5011781,8274473,NA,13561900,0.37,0.61,NA,0.393019607843137,0.554305882352941,0
"111",2011,"California","CA","Brown, Edmund G. """"""""Jerry"""""""" Jr.",3,1,4,2,0,0,0,0,9.63124999999999,NA,NA,NA,NA,56.1482986666667,-0.042022001,NA,NA,NA,2929213,4388368,7317581,0.5997,0.400297994651511,0.199402005348489,NA,NA,4839958,7854285,NA,13038547,0.371,0.602,NA,NA,NA,1
"112",2015,"California","CA","Brown, Edmund G. """"""""Jerry"""""""" Jr.",4,1,4,2,1,0,0,0,5.48611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4483810,8753788,478500,14181595,0.316,0.617,0.034,NA,NA,1
"113",1950,"Colorado","CO","Johnson, Walter Walford",1,1,2,2,0,1,0,0,NA,NA,NA,NA,0.94213903,NA,NA,NA,0.47389999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"114",1951,"Colorado","CO","Thonton, Daniel I.J.",1,0,2,2,0,0,0,1,NA,NA,NA,NA,0.885115505,NA,NA,NA,0.47389999,NA,NA,NA,NA,NA,NA,NA,NA,NA,379782,245504,NA,630103,0.603,0.39,NA,NA,NA,1
"115",1953,"Colorado","CO","Thonton, Daniel I.J.",2,0,2,2,0,0,0,0,NA,NA,NA,NA,0.804601995,NA,NA,NA,0.42629999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"116",1955,"Colorado","CO","Johnson, Edwin C.",1,1,2,2,0,0,0,1,NA,NA,NA,NA,0.922976495,NA,NA,45.141998,0.53560001,45.141998,NA,NA,NA,NA,NA,NA,NA,NA,394479,257997,NA,657074,0.6,0.393,NA,NA,NA,0
"117",1957,"Colorado","CO","McNichols, Stephen L.R.",1,1,2,2,0,0,0,1,NA,NA,NA,NA,0.8941665,NA,NA,49.9025,0.51340002,49.9025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"118",1959,"Colorado","CO","McNichols, Stephen L.R.",2,1,4,2,0,0,0,1,NA,0.115290666666667,NA,NA,0.8324742475,57.3141326666667,NA,52.20025,0.58410001,52.20025,NA,NA,NA,NA,NA,NA,0.446923076923077,0.389230769230769,402242,330629,NA,736236,0.546,0.449,NA,0.64,0.34,0
"119",1963,"Colorado","CO","Love, John A.",1,0,4,2,0,0,0,1,NA,0.146883165,8640.16666666667,0.102410006938351,0.892825008333333,43.1405506666667,NA,52.9256668333333,0.4294,52.9256668333333,NA,NA,NA,NA,NA,NA,NA,NA,446978,403002,NA,865435,0.504,0.4795,NA,NA,NA,1
"120",1967,"Colorado","CO","Love, John A.",2,0,4,2,0,0,0,1,NA,0.1558667475,9029.25,0.0945355829200887,0.84685774,43.18925,NA,48.65650025,0.44600001,48.65650025,302432,350690,668496,0.5246,0.452406596299753,0.0721934037002465,NA,NA,409345,335174,60813,811199,0.505,0.413,0.075,NA,NA,1
"121",1973,"Colorado","CO","Love, John A. and John D. Vanderhoof",0,0,4,2,0,0,0,0,NA,0.20766699,16120,0.169471851421938,0.81797302,52.3419,NA,41.416,0.46309999,41.416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"122",1974,"Colorado","CO","Vanderhoof, John D.",1,0,4,2,0,1,0,0,NA,0.230232,17852,0.107444168734491,0.86901402,52.644501,NA,40.290001,0.53799999,40.290001,378907,441199,828968,0.5322,0.457082782447573,0.0751172175524266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"123",1975,"Colorado","CO","Lamm, Richard D.",1,1,4,2,0,0,0,1,6.125,0.2823549975,24311.25,0.132979212808049,0.9680839925,44.521351,-0.050524334,40.2345,0.53799999,40.2345,317292,483985,823807,0.5875,0.385153318677797,0.202346681322203,NA,NA,584367,460353,NA,1081554,0.54,0.426,NA,NA,NA,0
"124",1979,"Colorado","CO","Lamm, Richard D.",2,1,4,2,0,0,0,0,5.899999975,0.41367925,40936.25,0.128671934033338,0.975556255,43.2409745,-0.09519825275,34.23875025,0.60399997,34.23875025,302740,627960,956021,0.6568,0.316666684100035,0.340133315899965,NA,NA,652264,367973,130633,1184415,0.551,0.311,0.11,NA,NA,1
"125",1983,"Colorado","CO","Lamm, Richard D.",3,1,4,2,0,0,0,1,6.375,0.4901029925,56889.75,0.063980266903233,0.9649802475,41.21592425,-0.11504475275,39.3855,0.67470002,39.3855,434420,616325,1058928,0.582,0.410245078041189,0.171754921958811,NA,NA,821817,454975,NA,1295380,0.634,0.351,NA,NA,NA,0
"126",1987,"Colorado","CO","Romer, Roy",1,1,4,2,0,0,0,1,6.20000005,0.5552674975,69606.75,0.0551550527218807,0.94354874,45.89017375,-0.15723849925,45.1685,0.58660001,45.1685,NA,NA,NA,NA,NA,NA,0.653333333333333,NA,728177,621453,NA,1372394,0.531,0.453,NA,NA,NA,0
"127",1991,"Colorado","CO","Romer, Roy",2,1,4,2,0,0,0,1,5.074999925,0.6463339925,91808.5,0.0845518640791209,0.9832317525,44.564375,-0.098116,42.17550075,0.63590002,42.17550075,432042,619205,1116307,0.5547,0.387027941238387,0.167672058761613,0.58975,0.30625,562850,629681,366010,1569180,0.359,0.401,0.233,0.4125,0.4875,0
"128",1995,"Colorado","CO","Romer, Roy",3,1,4,2,1,0,0,0,3.79999995,0.721862985,127298.75,0.0801707941734971,0.9743770075,44.9369505,-0.1391495025,31.11575025,0.58899999,31.11575025,639905,648202,1321307,0.4906,0.484296987755306,0.0063030122446941,0.588333333333333,0.393333333333333,691848,671152,99629,1510704,0.458,0.444,0.066,0.438333333333333,0.561666666666667,1
"129",1999,"Colorado","CO","Owens, Bill",1,0,4,2,0,0,0,1,3.749999975,0.837925745,173671.75,0.0704239103722735,0.9029512575,45.143775,-0.06779274925,34.94924975,0.49540001,34.94924975,475373,884583,1412602,0.6262,0.336522955510469,0.289677044489531,0.618833333333333,0.265,883748,738227,91434,1741368,0.508,0.424,0.053,0.592,0.371333333333333,1
"130",2003,"Colorado","CO","Owens, Bill",2,0,4,2,1,0,0,0,5.18333335833333,0.99533675,210273.5,0.0542852891524402,0.9211517575,50.6250745,-0.10965799775,42.97175,0.34959999,42.97175,625886,888096,1558387,0.5699,0.401624243528726,0.168275756471275,0.533636363636363,0.403522727272727,1101255,1001732,NA,2130330,0.517,0.47,NA,0.49625,0.465520833333333,0
"131",2007,"Colorado","CO","Ritter, Bill",1,1,4,2,0,0,0,1,6.15,1.15773,251355.75,0.0288977921229282,0.8554072375,51.4793755,-0.17829874825,45.8170005,0.58660001,45.8170005,652376,915436,1793148,0.5105,0.363816037493838,0.146683962506162,0.563333333333333,0.286666666666667,1073589,1288576,NA,2401361,0.447,0.537,NA,0.285,0.64,0
"132",2011,"Colorado","CO","Hickenlooper, John",1,1,4,2,0,0,0,0,7.025,NA,NA,NA,NA,46.051399,0.108683,NA,NA,NA,938195,1006433,2041607,0.493,0.459537511381965,0.0334624886180347,NA,NA,1185243,1323101,NA,2569520,0.461,0.515,NA,NA,NA,1
"133",2015,"Colorado","CO","Hickenlooper, John",2,1,4,2,1,0,0,0,3.31944444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1202484,1338870,144121,2780220,0.433,0.482,0.052,NA,NA,1
"134",1950,"Connecticut","CT","Bowles, Chester",1,1,4,2,0,1,0,0,NA,NA,NA,NA,0.91444701,NA,NA,NA,0.4901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"135",1951,"Connecticut","CT","Lodge, John D.",1,0,4,2,0,0,0,1,NA,NA,NA,NA,0.9073772425,NA,NA,NA,0.4901,NA,NA,NA,NA,NA,NA,NA,NA,NA,611012,481649,NA,1096911,0.557,0.439,NA,NA,NA,1
"136",1955,"Connecticut","CT","Ribicoff, Abraham",1,1,4,2,0,0,0,1,NA,NA,NA,NA,0.8997604975,NA,NA,50.7610003333333,0.50169998,50.7610003333333,NA,NA,NA,NA,NA,NA,NA,NA,711837,405079,NA,1117121,0.637,0.363,NA,NA,NA,0
"137",1959,"Connecticut","CT","Ribicoff, Abraham",2,1,4,2,0,0,0,1,NA,0.14746299,NA,NA,0.94710648,68.159302,NA,60.2659985,0.62730002,60.2659985,NA,NA,NA,NA,NA,NA,NA,NA,565813,657055,NA,1222883,0.463,0.537,NA,NA,NA,0
"138",1961,"Connecticut","CT","Dempsey, John",1,1,4,2,0,0,0,0,NA,0.172679833333333,13100.5,0.0689604797246732,0.889153648333333,66.8124326666667,NA,56.9183338333333,0.62730002,56.9183338333333,500561,582160,1082797,0.5376,0.462285174414041,0.0753148255859593,0.71,0.23,390996,826269,NA,1218578,0.321,0.678,NA,NA,NA,1
"139",1965,"Connecticut","CT","Dempsey, John",2,1,4,2,0,0,0,0,NA,0.175825505,13041.5,0.0793330830020849,0.9079149975,65.13420125,NA,57.45674975,0.53210002,57.45674975,NA,NA,NA,NA,NA,NA,NA,NA,556721,621561,76650,1256232,0.443,0.495,0.061,NA,NA,1
"140",1971,"Connecticut","CT","Meskill, Thomas J.",1,0,4,2,0,0,0,0,NA,0.2551377525,19809.5,0.0834028453869994,0.94091025,68.72365025,NA,52.380501,0.4623,52.380501,440169,643490,1102773,0.5835,0.399147421998906,0.184352578001094,NA,NA,810763,555498,NA,1384277,0.586,0.401,NA,NA,NA,0
"141",1975,"Connecticut","CT","Grasso, Ella T.",1,1,4,2,0,0,0,1,7.70000005,0.34356925,28259.75,0.102664529958907,0.828301505,67.65610025,-0.035389666,48.63874925,0.59380001,48.63874925,422316,613109,1036608,0.5915,0.407401833672902,0.184098166327098,NA,NA,719261,647895,NA,1381526,0.521,0.469,NA,NA,NA,0
"142",1979,"Connecticut","CT","Grasso, Ella T.",2,1,4,2,0,0,0,0,5.5,0.444802,38812.5,0.107640952228837,0.774098515,72.082451,-0.0160015,43.6350005,0.59210002,43.6350005,NA,NA,NA,NA,NA,NA,NA,NA,677210,541732,171807,1406285,0.482,0.385,0.122,NA,NA,1
"143",1981,"Connecticut","CT","O'Neill, William A.",1,1,4,2,0,0,0,1,5.92499995,0.5530877525,53746,0.11779800513606,0.811607765,73.98579975,-0.06141449975,43.00199875,0.59210002,43.00199875,497773,578264,1083876,0.5335,0.45925271894571,0.0742472810542903,0.367916666666667,0.507142857142857,890877,569597,NA,1466900,0.607,0.388,NA,NA,NA,0
"144",1985,"Connecticut","CT","O'Neill, William A.",2,1,4,2,0,0,0,1,3.750000025,0.6681324975,79556.75,0.0927507808113939,0.9034127625,77.358778,-0.06804875125,43.50424875,0.53740001,43.50424875,408489,575638,993692,0.5793,0.41108210592417,0.16821789407583,0.549657738095238,0.406175595238095,750241,676584,NA,1443394,0.52,0.469,NA,NA,NA,0
"145",1989,"Connecticut","CT","O'Neill, William A.",3,1,4,2,0,0,0,1,4.39999995,0.780561,98000,0.0508783827211737,0.816372485,69.737747,-0.0319360005,45.953001,0.58490002,45.953001,427840,460576,1142101,0.4033,0.374607849918702,0.0286921500812976,0.275625,0.68875,NA,NA,NA,NA,NA,NA,NA,0.58,0.4125,0
"146",1991,"Connecticut","CT","Weicker, Lowell P. Jr.",1,0.5,4,2,0,0,0,0,6.14999985,0.846272245,107007.25,0.0309732062654008,0.961741,61.45722525,-0.11003099775,43.0860005,0.33899999,43.0860005,375133,415201,1147084,0.362,0.32703184771124,0.03496815228876,0.35809324009324,0.604539044289044,578313,682318,348771,1616332,0.358,0.422,0.216,0.44875,0.51875,0
"147",1995,"Connecticut","CT","Rowland, John G. ",1,0,4,2,0,0,0,1,4.82499995,0.9131977575,133565.5,0.0628038845737096,0.98601851,64.6728735,-0.05365149875,36.03825075,0.4747,36.03825075,354187,628707,999537,0.629,0.354351064542883,0.274648935457117,0.552401515151515,0.33620202020202,483109,735740,139523,1392614,0.347,0.528,0.1,0.496984126984127,0.486031746031746,1
"148",1999,"Connecticut","CT","Rowland, John G. ",2,0,4,2,0,0,0,1,3.72000004,0.991538998,165168,0.0389749845893643,0.978267992,63.2625388,0.000284999399999999,40.5868004,0.36039999,40.5868004,448984,573958,1022998,0.5611,0.438890398612705,0.122209601387295,0.570466666666667,0.28525,561094,816015,64452,1459525,0.384,0.559,0.044,0.649805555555556,0.299777777777778,1
"149",2004,"Connecticut","CT","Rell, M. Jodi",1,0,4,2,0,0,0,0,5.90119049047619,1.23254571428571,215596.571428571,0.0453411905690725,0.937459717142857,78.5798142857143,-0.0140218561428571,42.797715,0.43889999,42.797715,479547,638663,1134632.5,0.56355,0.421980679189297,0.141569320810703,0.688089807852966,0.227347744360902,661627,927630,NA,1612780.5,0.4105,0.5745,NA,0.366666666666667,0.584527777777778,0
"150",2011,"Connecticut","CT","Malloy, Dan",1,1,4,0,0,0,0,0,7.9,NA,NA,NA,NA,76.2054316666667,0.193653,NA,NA,NA,526295,554314,1092773,0.5073,0.481614205329012,0.0256857946709884,NA,NA,634892,905083,NA,1558960,0.407,0.581,NA,NA,NA,1
"151",2015,"Connecticut","CT","Malloy, Dan",2,1,4,0,0,0,0,0,5.18888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673215,897572,48676,1644920,0.409,0.546,0.03,NA,NA,1
"152",1950,"Delaware","DE","Carvel, Elbert N.",1,1,4,2,0,0,0,0,NA,NA,NA,NA,0.969868006666667,NA,NA,NA,0.53689998,NA,NA,NA,NA,NA,NA,NA,NA,NA,90059,83315,NA,174025,0.518,0.479,NA,NA,NA,1
"153",1953,"Delaware","DE","Boggs, J. Caleb",1,0,4,2,0,0,0,0,NA,NA,NA,NA,0.95500624,NA,NA,64.290001,0.47889999,64.290001,NA,NA,NA,NA,NA,NA,NA,NA,98057,79421,NA,177988,0.551,0.446,NA,NA,NA,0
"154",1957,"Delaware","DE","Boggs, J. Caleb",2,0,4,2,1,0,0,0,NA,0.137918,NA,NA,0.906672745,31.9498,NA,53.82624825,0.48050001,53.82624825,NA,NA,NA,NA,NA,NA,NA,NA,96373,99590,NA,196683,0.49,0.506,NA,NA,NA,0
"155",1961,"Delaware","DE","Carvel, Elbert N.",2,1,4,2,1,0,0,0,NA,0.1399655,5345,0.080981117383687,0.8232677425,60.7114505,NA,68.01774975,0.51730001,68.01774975,NA,NA,NA,NA,NA,NA,0.54,0.4,78078,122704,NA,201320,0.388,0.609,NA,0.592631578947368,0.31,1
"156",1965,"Delaware","DE","Terry, Charles L. Jr.",1,1,4,2,0,0,0,0,NA,0.1564275,6855.75,0.0869961260791071,0.8663997475,52.3210755,NA,77.53674875,0.51349998,77.53674875,102360,104474,206834,0.5051,0.494889621628939,0.0102103783710609,NA,NA,96714,89194,28459,214367,0.451,0.416,0.133,NA,NA,1
"157",1969,"Delaware","DE","Peterson, Russell W.",1,0,4,2,0,0,0,0,NA,0.1950545,8932.75,0.0631298886339873,0.838483735,48.9996745,NA,62.5057505,0.49489999,62.5057505,109583,117274,228722,0.5127,0.479110011280069,0.0335899887199308,NA,NA,140357,92283,NA,235516,0.596,0.392,NA,NA,NA,0
"158",1973,"Delaware","DE","Tribbitt, Sherman W.",2,1,4,2,0,0,0,1,9.3499999,0.2550910025,12120.25,0.0897828176101853,0.9254019825,53.7094995,-0.191526,42.16374975,0.51700002,42.16374975,97480,130531,229563,0.5686,0.42463288944647,0.14396711055353,NA,NA,109831,122596,NA,235834,0.466,0.52,NA,NA,NA,0
"159",1977,"Delaware","DE","duPont, Pierre",1,0,4,2,0,0,0,1,7.924999825,0.34431,17703.25,0.0925476290509815,0.94460374,44.2447005,-0.0201639975,43.7977485,0.42750001,43.7977485,64217,159004,225081,0.7064,0.28530617866457,0.42109382133543,NA,NA,111252,105754,16288,235900,0.472,0.448,0.069,NA,NA,1
"160",1981,"Delaware","DE","duPont, Pierre",2,0,4,2,1,0,0,0,7.67999995,0.470288505,23963.75,0.0756904522488007,0.9770545075,49.20842375,-0.0579147505,56.67875,0.2877,56.67875,108315,135250,243565,0.5553,0.444706751791103,0.110593248208897,NA,NA,152190,101656,NA,254572,0.598,0.399,NA,NA,NA,0
"161",1985,"Delaware","DE","Castle, Michael N.",1,0,4,2,0,0,0,0,4.0000001,0.543219505,31492,0.0730112130363224,0.99434824,50.89374925,-0.13934799775,71.4507505,0.4447,71.4507505,70236,169733,239969,0.7073,0.292687805508211,0.414612194491789,NA,NA,139639,108647,NA,249891,0.559,0.435,NA,NA,NA,0
"162",1989,"Delaware","DE","Castle, Michael N.",2,0,4,2,1,0,0,0,5.024999975,0.636607005,40443.5,0.0522995229637465,0.98343049,55.39625075,-0.16355425575,72.1172505,0.29269999,72.1172505,90725,179365,277058,0.6474,0.327458510492388,0.319941489507612,NA,NA,102313,126054,59213,289735,0.353,0.435,0.204,NA,NA,0
"163",1993,"Delaware","DE","Carper, Thomas R.",1,1,4,2,0,0,0,0,5.13333336666667,0.70472975,46732,0.0259381781900938,0.9605122525,50.190049,-0.101215753,64.0307495,0.66409999,64.0307495,82654,188300,271122,0.6945,0.304859067135828,0.389640932864172,0.6325,0.335,99062,140355,28719,270845,0.366,0.518,0.106,0.4475,0.5325,1
"164",1997,"Delaware","DE","Carper, Thomas R.",2,1,4,2,1,0,0,0,3.825,0.772422255,54074.5,0.0508264781583591,0.96402377,50.05812525,-0.069913502,52.13049975,0.69499999,52.13049975,128603,191695,323688,0.5922,0.39730542992017,0.19489457007983,0.685,0.255,137288,180068,8307,327622,0.419,0.55,0.025,0.64,0.34,1
