"","year","state","st","gov_name","term_in_office","gov_party","last_term","term_length","limit_type","lame_duck_last_term","gov_pres_same_elect_year","gov_pres_same_party","winner_endorsements","winner_primary_candidates","runnerup_endorsements","runnerup_primary_candidates","unemployment","state_cpi","gross_state_product","change_gsp","total_debt_outstanding_gsp","change_total_debt_outstanding_gsp","scaled_total_debt_outstanding_gsp","change_scaled_total_debt_outstanding_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"461",1964,"Minnesota","MN","Rolvaag, Karl F.",1,1,1,4,0,0,0,0,NA,NA,NA,NA,NA,0.134435003333333,12526.6666666667,0.0857919364966418,2.24706333333333,0.0486683793232511,-1.75163777273333,-0.0106775985845931,0.93137266,52.493267,NA,56.4526673333333,0.5,NA,NA,NA,NA,NA,NA,0.367777777777778,0.495,559624,991117,NA,1554462,0.36,0.638,NA,NA,NA,1
"462",1967,"Minnesota","MN","LeVander, Harold",1,0,1,4,0,0,0,1,0,2,NA,NA,NA,0.1665685,16786.25,0.0801353334348273,2.210940025,0.020251845665478,-2.1297289897,0.0437577190059147,0.8277594875,55.64322575,NA,52.664999,0.4718,621780,737921,1365443,0.5404,0.455368697192047,0.0850313028079532,0.402154761904762,0.367380952380952,658643,857738,68931,1588506,0.415,0.54,0.043,NA,NA,1
"463",1971,"Minnesota","MN","Anderson, Wendell R.",1,1,0,4,0,0,0,1,NA,1,NA,NA,NA,0.2194052475,23912.5,0.104152416076672,2.772025,0.0423832791491064,-1.88131005345,-0.00452435183887515,0.9142147625,58.89695,NA,48.13075075,0.54269999,367722,786787,1252898,0.628,0.293497156193082,0.334502843806918,0.493680555555556,0.310263888888889,898269,802346,NA,1741652,0.516,0.461,NA,NA,NA,0
"464",1975,"Minnesota","MN","Anderson, Wendell R.",2,1,1,4,0,0,0,1,NA,NA,NA,NA,5.9000001,0.280555505,31261.5,0.08918566569332,3.027745,0.0503334679278817,-1.6840260466,-0.0469314754492776,0.774074015,58.409649,-0.061652999,44.2084995,0.68150002,NA,NA,NA,NA,NA,NA,0.546666666666667,0.378333333333334,819395,1070440,NA,1949931,0.42,0.549,NA,NA,NA,0
"465",1977,"Minnesota","MN","Perpich, Rudy",0,1,0,4,0,0,0,0,NA,NA,NA,NA,4.44999995,0.32651499,39235.5,0.126062689520901,3.80455995,0.17364508508299,-1.1104985075,-0.287898381800415,0.751536995,49.5966495,-0.232700005,41.9960005,0.68150002,718244,830019,1585702,0.5234,0.452950176010373,0.0704498239896274,0.551,0.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"466",1979,"Minnesota","MN","Quie, Albert H.",1,0,1,4,0,0,0,1,0,2,NA,NA,5.79999995,0.43604,52489,0.0843973887633314,4.2682775,0.0226503696715815,-1.18980994985,0.127835397203756,0.8984882575,55.72182375,-0.15324425,39.62474925,0.4639,715796,1049104,1789539,0.5862,0.399989047458591,0.186210952541409,0.54,0.365,873268,954174,174990,2051980,0.426,0.465,0.085,NA,NA,1
"467",1983,"Minnesota","MN","Perpich, Rudy",1,1,0,4,0,0,0,1,NA,3,NA,NA,6.45000005,0.5229409925,72150.25,0.0850507636166416,4.6392125,0.00643155043148338,-2.05167753725,0.292456559500941,0.8755744975,55.9432,-0.18712675,42.6640005,0.59439999,606755,790138,1415989,0.558,0.428502622548621,0.129497377451378,0.588222222222222,0.323111111111111,1032603,1036364,NA,2084449,0.495,0.497,NA,NA,NA,0
"468",1987,"Minnesota","MN","Perpich, Rudy",2,1,1,4,0,0,0,1,NA,NA,NA,NA,4.625000125,0.5993102475,94582.75,0.066496902161128,3.862997475,-0.0611585113986531,-3.2637458301,0.03726905422338,0.8216985025,59.86957575,-0.14018700225,45.16024975,0.56559998,836218,895988,1806777,0.4959,0.46282302685943,0.0330769731405702,0.477535714285714,0.467416666666667,962337,1109471,NA,2096790,0.459,0.529,NA,0.62,0.34,0
"469",1991,"Minnesota","MN","Carlson, Arne H.",1,0,0,4,0,0,0,0,NA,NA,NA,NA,4.824999925,0.6915054775,116683.5,0.0571161014444869,3.560272525,-0.0186269847248832,-3.7300588856,0.0114087818568171,0.906428755,55.5554,-0.0755999985,41.6324995,0.48269999,589344,1094165,1765590,0.6197,0.33379436902112,0.28590563097888,0.459928571428572,0.449,747841,1020997,562506,2347948,0.319,0.435,0.24,0.595416666666666,0.35875,0
"470",1995,"Minnesota","MN","Carlson, Arne H.",2,0,1,4,0,0,0,1,NA,NA,NA,NA,3.3,0.7753182525,149687,0.0635634241991413,3.2675625,-0.010256752965738,-3.4028782705,-0.00964096671894402,0.9788982575,52.91525,-0.11137425025,33.474,0.35010001,716880,773403,2090518,0.37,0.342919793084776,0.0270802069152239,0.589583333333333,0.346111111111111,766476,1120438,257704,2192640,0.35,0.511,0.118,0.551666666666667,0.48,1
"471",1999,"Minnesota","MN","Ventura, Jesse",1,0.5,1,4,0,0,0,0,NA,NA,NA,NA,3.550000025,0.86116776,189266,0.0527910114259928,3.054602525,-0.00360178897650634,-3.7605717755,0.0361141322672903,0.99256326,53.16892425,-0.11491849975,37.0307505,0.45019999,821268,999473,2252473,0.4437,0.364607256113614,0.0790927438863862,0.539607142857143,0.416083333333333,1109659,1168266,126696,2438685,0.455,0.479,0.052,0.66125,0.31125,1
"472",2003,"Minnesota","MN","Pawlenty, Tim",1,0,0,4,0,0,0,0,0,2,NA,NA,4.46458338333334,0.960433995,231021.5,0.0515718120645164,3.092255,-0.0101756550341117,-4.1121346305,0.0246014847733668,0.98658176,55.33597475,-0.1345012525,40.30800025,0.45109999,1007460,1028568,2202937,0.4669,0.457325833648443,0.009574166351557,0.525539215686274,0.431617647058824,1346695,1445014,NA,2828387,0.476,0.511,NA,0.441145833333333,0.54162962962963,0
"473",2007,"Minnesota","MN","Pawlenty, Tim",2,0,1,4,0,0,0,0,NA,NA,NA,NA,6.2875,1.061107475,261465.75,0.0238461099060105,3.877739975,0.0947226996543621,-4.0465817265,-0.0253507571035636,0.947821245,60.1878265,-0.133318,40.40125,0.4948,910462,919232,2107021,0.4363,0.4321086500799,0.00419134992010051,0.523541181041181,0.429729992229992,1275409,1573354,NA,2910369,0.438,0.541,NA,0.394606060606061,0.562372294372295,0
"474",2011,"Minnesota","MN","Dayton, Mark",1,1,0,4,0,0,0,0,NA,3,NA,NA,5.30625,NA,NA,NA,NA,NA,NA,NA,NA,49.7820003333333,-0.13287801,NA,NA,879257,989113,1975406,0.5007,0.445101918289202,0.0555980817107977,NA,NA,1320225,1546167,NA,2936561,0.45,0.527,NA,NA,NA,1
"475",2015,"Minnesota","MN","Dayton, Mark",2,1,1,4,0,0,0,0,NA,NA,NA,NA,3.66388888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322951,1367716,112972,2944813,0.449,0.464,0.038,NA,NA,1
"476",1950,"Missouri","MO","Smith, Forrest",1,1,1,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.846147656666667,NA,NA,NA,0.57130003,NA,NA,NA,NA,NA,NA,NA,NA,959429,929830,NA,1892062,0.507,0.491,NA,NA,NA,1
"477",1953,"Missouri","MO","Donnelly, Phil M.",1,1,1,4,1,1,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8974445,NA,NA,46.632,0.52590001,NA,NA,NA,NA,NA,NA,NA,NA,914289,918273,NA,1832562,0.499,0.501,NA,NA,NA,0
"478",1957,"Missouri","MO","Blair, Jame T. Jr.",1,1,1,4,1,1,0,1,0,3,NA,NA,NA,0.114192,NA,NA,NA,NA,NA,NA,0.7923952625,56.588001,NA,52.9990005,0.52069998,NA,NA,NA,NA,NA,NA,NA,NA,962221,972201,NA,1934422,0.497,0.503,NA,NA,NA,0
"479",1961,"Missouri","MO","Dalton, John M.",1,1,1,4,1,1,0,0,0,5,NA,NA,NA,0.11900525,4474.5,0.0223728813559323,0.810681995,0.0419095565353513,-3.0912864493,0.0227740299892745,0.7511335,49.7637995,NA,57.241499,0.58029997,NA,NA,NA,NA,NA,NA,NA,NA,653535,1164344,NA,1817879,0.36,0.64,NA,NA,NA,1
"480",1965,"Missouri","MO","Hearnes, Warren E.",1,1,0,4,2,0,0,0,0,4,NA,NA,NA,0.1403524975,5540.75,0.0850137916054794,0.776746765,-0.0253010778142916,-3.3792104491,0.0338310188366034,0.7538342475,34.87392475,NA,56.59025,0.62059999,691797,1072805,1764602,0.608,0.392041378169128,0.215958621830872,NA,NA,811932,791444,206126,1809502,0.449,0.437,0.114,NA,NA,1
"481",1969,"Missouri","MO","Hearnes, Warren E.",2,1,1,4,2,1,0,1,NA,NA,NA,NA,NA,0.1816095075,7790,0.100768821780387,0.6162130075,-0.0809875914644513,-3.91232975355,0.0400312474167242,0.7680482425,42.4558,NA,50.5042495,0.60799998,832751,1029451,1865683,0.5518,0.446351818610128,0.105448181389872,NA,NA,1153852,697147,NA,1855803,0.622,0.376,NA,NA,NA,0
"482",1973,"Missouri","MO","Bond, Christopher S.",1,0,0,4,2,0,0,0,0,4,NA,NA,6.54999995,0.245489505,12170.5,0.122920882537163,0.7714165025,0.14644414516279,-3.90464603125,-0.0203183098979865,0.89637099,43.23725025,-0.126228,45.918751,0.44729999,958110,971184,1933575,0.5023,0.495512198906171,0.00678780109382876,NA,NA,927443,998387,NA,1953600,0.475,0.511,NA,NA,NA,0
"483",1977,"Missouri","MO","Teasdale, Joseph P.",1,1,1,4,2,0,0,0,0,7,NA,NA,5.600000025,0.34354375,18769.75,0.100837910025097,1.404762475,0.214170636739955,-3.71206276275,-0.0209362788985257,0.8180057425,42.4676245,-0.1238337495,42.2585,0.50340003,981884,1098950,2088028,0.5263,0.470244651891641,0.0560553481083587,NA,NA,1074181,931182,77920,2099824,0.512,0.443,0.037,NA,NA,1
"484",1981,"Missouri","MO","Bond, Christopher S.",2,0,1,4,2,1,0,0,0,3,NA,NA,8.49999975,0.46883875,25837,0.0778886366679716,3.1424275,0.185105792355701,-2.780349556,-0.0819625132559632,0.8923910125,45.59312625,-0.2150192475,41.394249,0.47189999,913700,1194506,2108210,0.5666,0.433400847164182,0.133199152835818,NA,NA,1274188,848583,NA,2122783,0.6,0.4,NA,NA,NA,0
"485",1985,"Missouri","MO","Ashcroft, John",1,0,0,4,2,0,0,0,0,2,NA,NA,6.125,0.53438726,32549.75,0.0546216583442719,4.5941349,0.0598152517938763,-2.56089342925,6.18997755494344e-05,0.9426072525,51.94719975,-0.1526032475,42.4800005,0.43340001,724919,1339531,2085928,0.6422,0.347528294361071,0.294671705638929,0.708333333333333,NA,1084953,1001619,NA,2093713,0.518,0.478,NA,NA,NA,0
"486",1989,"Missouri","MO","Ashcroft, John",2,0,1,4,2,1,0,0,NA,NA,NA,NA,5.874999875,0.6271570025,40209.75,0.0550355373525829,5.16242245,0.0346688862907765,-2.12240971955,-0.0212585833004877,0.951844245,51.29127575,-0.1452289975,44.430501,0.3511,968574,1375425,2343999,0.5868,0.413214340108507,0.173585659891493,0.638333333333333,0.34,811159,1053873,518741,2391565,0.339,0.441,0.217,NA,NA,0
"487",1993,"Missouri","MO","Carnahan, Mel E.",1,1,0,4,2,0,0,0,1,5,NA,NA,4.875000025,0.7053979925,52846.5,0.0690541729084048,5.017317525,-0.0307694732097568,-1.903245603,-0.0108969629010602,0.8439920075,44.535575,-0.2111997475,38.71275025,0.58679998,866268,1224801,2142518,0.5717,0.404322390757044,0.167377609242956,0.51,0.460833333333334,890016,1025935,217188,2158065,0.412,0.475,0.101,0.399166666666667,0.593333333333333,1
"488",1997,"Missouri","MO","Carnahan, Mel E.",2,1,1,4,2,1,0,0,NA,NA,NA,NA,3.93333323333333,0.768402993333333,60808.3333333333,0.0353193676866042,4.94989663333333,0.023468317159912,-1.66660140333333,-0.0750000389108405,0.83179098,47.1258673333333,-0.150532,32.6723333333333,0.58569998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"489",2000,"Missouri","MO","Split: Mel Carnahan-D and Roger B. Wilson-D",999,1,1,4,2,1,0,0,NA,NA,NA,NA,3.5,0.81143999,65615,0.0295132896099413,NA,NA,NA,NA,0.87573099,41.5989,-0.187144,36.588001,0.50470001,1131307,1152752,2346830,0.4912,0.482057498838859,0.00914250116114074,NA,NA,1189924,1111138,38515,2359892,0.504,0.471,0.016,0.55,0.42,1
"490",2001,"Missouri","MO","Holden, Bob",1,1,1,4,2,0,0,1,2,1,NA,NA,5.374999875,0.861726,72120.75,0.042987181429855,6.859560025,0.0944139508223386,-0.203941618,-1.2879758007767,0.950792255,46.43107425,-0.1687642475,40.308999,0.50470001,1301442,1382419,2719599,0.5083,0.478541873268816,0.0297581267311835,0.37,0.55,1455713,1259171,NA,2731364,0.533,0.461,NA,0.598888888888889,0.375555555555556,0
"491",2005,"Missouri","MO","Blunt, Matt",1,0,1,4,2,0,0,0,3,6,NA,NA,5.375,0.9663235,89374,0.0566563148568461,7.89171005,0.0131281780280891,0.430383115,0.028695830623054,0.851137755,54.27210025,-0.2107115,39.2202505,0.4849,1136364,1680611,2877778,0.584,0.394875490743205,0.189124509256795,0.389217032967033,0.559014423076923,1445814,1441911,NA,2925205,0.494,0.493,NA,0.370325091575092,0.606237179487179,0
"492",2009,"Missouri","MO","Nixon, Jay",1,1,0,4,2,0,0,0,3,2,NA,NA,8.575,1.01479,95933.5,0.00425307380447415,8.22239495,0.0126008480341868,0.0605544400000007,-2.42533568879745,0.908673495,47.09215075,-0.193110663333333,42.6259995,0.5948,1160265,1494056,2727883,0.5477,0.425335324132303,0.122364675867697,0.553,0.34,1482440,1223796,NA,2757323,0.538,0.444,NA,0.522222222222222,0.428888888888889,1
"493",2013,"Missouri","MO","Nixon, Jay",2,1,1,4,2,1,0,0,NA,NA,NA,NA,5.60833333333333,NA,NA,NA,NA,NA,NA,NA,NA,44.9613,NA,NA,NA,1277360,1433397,2803046,0.5114,0.455704258866961,0.0556957411330388,NA,NA,1594511,1071068,97359,2808605,0.568,0.381,0.035,NA,NA,1
"494",2017,"Missouri","MO","Greitens, Eric",1,0,1,4,2,0,0,0,NA,NA,NA,NA,3.74166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"495",1950,"Mississippi","MS","Wright, Fielding L.",1,1,1,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"496",1952,"Mississippi","MS","White, Hugh L.",2,1,1,4,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,112966,172566,NA,285532,0.396,0.604,NA,NA,NA,1
"497",1956,"Mississippi","MS","Coleman, J.P.",1,1,1,4,1,1,0,1,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,38.135,1,NA,NA,NA,NA,NA,NA,NA,NA,60685,144453,NA,248104,0.245,0.582,NA,NA,NA,0
"498",1960,"Mississippi","MS","Barnett, Rose R.",1,1,1,4,1,1,0,1,0,3,NA,NA,NA,0.07795150025,13613,NA,5.1230502,NA,1.2725249598,NA,0.506074995,11.442087525,NA,48.99249925,1,NA,NA,NA,NA,NA,NA,NA,NA,73561,108362,NA,298171,0.247,0.363,NA,NA,NA,0
"499",1964,"Mississippi","MS","Johnson, Paul B. Jr.",1,1,1,4,1,1,0,0,0,3,NA,NA,NA,0.09772075,16191.25,0.0700296658363575,5.196512575,0.000218892848783125,1.1288850859,-0.0861347616272494,0.577845005,3.5892224925,NA,57.98550025,0.61940002,133378,315318,448696,0.7027,0.297256940110899,0.405443059889101,0.61,0.34,356528,52618,NA,409146,0.871,0.129,NA,NA,NA,1
"500",1968,"Mississippi","MS","Williams, John Bell",1,1,1,4,1,1,0,0,NA,NA,0,5,NA,0.137319505,21820.25,0.0798382525130272,6.550587425,0.0668681593007995,2.1197982218,0.467321290659843,0.5784337375,10.1476324,NA,58.8712495,0.70270002,179415,601122,780537,0.7701,0.229860980325084,0.540239019674916,NA,NA,88516,150644,415349,654509,0.135,0.23,0.635,NA,NA,1
"501",1972,"Mississippi","MS","Waller, William Lowe",1,1,1,4,1,1,0,1,NA,NA,0,7,8.1999998,0.1995862475,29789.5,0.080415854386734,5.466307375,-0.0540446705256027,0.80214309745,-0.285482997017728,0.533383505,11.453765025,NA,50.2445,1,319632,369568,708033,0.522,0.451436585582875,0.0705634144171247,NA,NA,505125,126782,NA,645963,0.782,0.196,NA,NA,NA,0
"502",1976,"Mississippi","MS","Finch, Cliff",1,1,1,4,1,1,0,1,NA,NA,0,5,6.725000025,0.2910922525,43784.5,0.112848801696916,5.481984975,0.00869562300888993,0.54419341115,1.37725789787465,0.6092062425,14.5545,-0.21632475275,46.726,0.53619999,263702,413620,677322,0.6107,0.389330333283136,0.221369666716864,NA,NA,366846,381309,NA,769361,0.477,0.496,NA,NA,NA,0
"503",1980,"Mississippi","MS","Winter, William",1,1,1,4,1,1,0,0,NA,NA,0,6,9.85000005,0.388925755,59105,0.0671060710260386,3.414907525,-0.0394312513237542,-2.3023222914,0.320539265286064,0.6263782525,23.2566505,-0.2140407555,45.5650005,0.61070001,288764,409209,742737,0.5509,0.388783647509145,0.162116352490855,0.535,0.405,441089,429281,12036,892620,0.494,0.481,0.013,0.515,0.485,1
"504",1984,"Mississippi","MS","Allain, Bill",1,1,1,4,1,1,0,1,NA,NA,0,5,10.75,0.452893005,81173.25,0.0797795803650218,3.667777475,0.0330458527813998,-3.29813811775,0.0645042302260967,0.6303282525,30.82292525,-0.2184427525,45.62650025,0.58630002,336006,385689,721695,0.5344,0.465578949556253,0.068821050443747,0.395,0.52,582377,352192,NA,941104,0.619,0.374,NA,0.585,0.415,0
"505",1988,"Mississippi","MS","Mabus, Ray",1,1,1,4,2,0,0,1,0,6,NA,NA,8.07500005,0.526654995,102475,0.0528289495097638,3.669324975,-0.03020959287641,-3.49405366205,0.0514308099863709,0.6756670025,36.8093995,-0.2606214975,47.41975025,0.53439999,338435,361500,711188,0.5083,0.475872765007284,0.0324272349927164,0.49,0.3675,557890,363921,NA,931527,0.599,0.391,NA,0.6325,0.355,0
"506",1992,"Mississippi","MS","Fordice, Kirk",1,0,0,4,2,0,0,0,0,3,NA,NA,6.700000125,0.600735245,126205.25,0.0645689342314435,3.6754275,0.00837356580939891,-3.43979521715,-0.0426887979080499,0.8297877425,28.9083505,-0.246566745,42.9517485,0.4835,364210,455261,819471,0.5556,0.444445257977402,0.111154742022598,0.484444444444444,0.442222222222222,487793,400258,85626,981793,0.497,0.408,0.087,0.405,0.58,0
"507",1996,"Mississippi","MS","Fordice, Kirk",2,0,1,4,2,1,0,1,NA,NA,NA,NA,5.574999925,0.6673890225,161042.75,0.0540083029536298,4.395259975,0.0972584646099441,-2.253935597,-0.155221770428045,0.9026092425,27.62685025,-0.313008745,33.83124925,0.44440001,370691,379034,763938,0.4962,0.485237021852559,0.0109629781474412,0.494444444444444,0.498888888888889,439838,394022,52222,893857,0.492,0.441,0.058,0.386666666666667,0.613333333333333,1
"508",2000,"Mississippi","MS","Musgrove, Ronnie",1,1,1,4,2,0,0,0,0,8,NA,NA,6.07500005,0.73965199,189616.75,0.0372868438854191,5.54876255,0.0308882659221573,-1.3772171425,0.00890810587821644,0.816851735,35.07227475,-0.281932755,39.82225125,0.50559998,409787,470404,894487,0.5259,0.458125160007915,0.0677748399920849,0.51,0.24,572844,404614,8122,994184,0.576,0.407,0.008,0.475,0.51,1
"509",2004,"Mississippi","MS","Barbour, Haley",1,0,0,4,2,0,0,0,0,2,NA,NA,6.58749995,0.83503026,220530,0.038849889631874,5.724027525,0.0293496375549751,-1.59005342,-0.0235598284766631,0.9206169975,38.89020075,-0.270709745,40.04325,0.46560001,313232,430807,744039,0.579,0.420988684732924,0.158011315267076,0.510056818181818,0.440284090909091,684981,458094,NA,1152145,0.595,0.398,NA,0.492954545454545,0.468782467532467,0
"510",2008,"Mississippi","MS","Barbour, Haley",2,0,1,4,2,1,0,0,NA,NA,NA,NA,9.10416666666666,0.917166986666667,241105,0.0157348670653437,6.58635663333333,0.0183633290456001,-1.460907032,0.072076440666622,0.977298973333333,41.63495,-0.3767562575,41.6386653333333,0.421,348617,544851,893468,0.6098,0.390184091651855,0.219615908348145,NA,NA,724597,554662,NA,1289865,0.562,0.43,NA,0.36,0.626,0
"511",2012,"Mississippi","MS","Bryant, Phil",1,0,0,4,2,0,0,0,0,5,NA,NA,7.85833333333333,NA,NA,NA,NA,NA,NA,NA,NA,46.1287495,NA,NA,NA,234858,480399,725207,0.6624,0.32384960431987,0.33855039568013,NA,NA,710746,562949,NA,1285584,0.553,0.438,NA,NA,NA,1
"512",2016,"Mississippi","MS","Bryant, Phil",2,0,1,4,2,1,0,0,NA,NA,NA,NA,5.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700714,485131,14435,1209357,0.579,0.401,0.012,NA,NA,1
"513",1950,"Montana","MT","Bonner, John W.",1,1,1,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96500234,NA,NA,NA,0.5596,NA,NA,NA,NA,NA,NA,NA,NA,157394,106213,NA,265037,0.594,0.401,NA,NA,NA,1
"514",1953,"Montana","MT","Aronson, J. Hugo",1,0,0,4,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9075810025,NA,NA,41.859001,0.49039999,NA,NA,NA,NA,NA,NA,NA,NA,154933,116238,NA,271171,0.571,0.429,NA,NA,NA,0
"515",1957,"Montana","MT","Aronson, J. Hugo",2,0,1,4,0,0,0,0,NA,NA,NA,NA,NA,0.115063,NA,NA,NA,NA,NA,NA,0.95771101,54.719101,NA,50.21274975,0.48629999,NA,NA,NA,NA,NA,NA,NA,NA,141841,134891,NA,277579,0.511,0.486,NA,NA,NA,0
"516",1961,"Montana","MT","Nutter, Donald G.",1,0,1,4,0,0,0,1,0,2,NA,NA,NA,0.113424,NA,NA,NA,NA,NA,NA,0.949301,51.061199,NA,55.887001,0.44890001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"517",1962,"Montana","MT","Babcock, Tim M.",0,0,0,4,0,0,0,1,NA,NA,NA,NA,NA,0.123041333333333,1999,0.0253292806484295,2.81585505,0.115792200026592,-1.0861133943,-0.172718527547149,0.986274996666667,52.7459996666667,NA,55.1399993333333,0.44890001,NA,NA,NA,NA,NA,NA,NA,NA,113032,164246,NA,278628,0.406,0.589,NA,NA,NA,1
"518",1965,"Montana","MT","Babcock, Tim M.",1,0,1,4,0,0,0,1,NA,NA,NA,NA,NA,0.141031,2355,0.057920789352753,3.2144425,0.0307309454700791,-0.9415147141,-0.00152589119032043,0.9903145,41.09715075,NA,51.7560005,0.48710001,116432,150481,278112,0.5411,0.418651478541019,0.122448521458981,NA,NA,138835,114117,20015,274404,0.506,0.416,0.073,NA,NA,1
"519",1969,"Montana","MT","Anderson, Forrest H.",1,1,1,4,0,0,0,1,0,6,NA,NA,NA,0.1796287525,3121,0.0974120287694785,2.878685,-0.0555773417725312,-1.64985776105,0.237912336668003,0.9803005025,51.32954975,NA,46.568001,0.56379998,146231,172523,318754,0.5412,0.458758164603425,0.0824418353965754,NA,NA,183976,120197,NA,317603,0.579,0.378,NA,NA,NA,0
"520",1973,"Montana","MT","Judge, Thomas L.",1,1,0,4,0,0,0,1,0,5,NA,NA,6.20000005,0.261331338333333,5674.16666666667,0.126633811846948,1.73781335,-0.0471057645011695,-3.01791449166667,0.0761529297568619,0.872543493333333,50.2657998333333,-0.057803999,41.0506675,0.54119998,115848,195420,316720,0.617,0.365774185400354,0.251225814599646,NA,NA,173703,149259,NA,328734,0.528,0.454,NA,NA,NA,0
"521",1979,"Montana","MT","Judge, Thomas L.",2,1,1,4,0,0,0,0,NA,NA,NA,NA,5.54999995,0.369060995,8549,0.0950445047189999,2.6333749,0.455529564761057,-2.685217118,-0.178847029035739,0.963519005,52.4819985,-0.205317495,34.681999,0.62779999,160896,199574,360470,0.5536,0.44635059783061,0.10724940216939,NA,NA,206814,118032,29281,363952,0.568,0.324,0.08,NA,NA,1
"522",1981,"Montana","MT","Schwinden, Ted",1,1,0,4,0,0,0,1,NA,NA,NA,NA,7.9250002,0.447584495,10500.25,0.0551864514608466,4.509814925,0.179187021410269,-1.412962131,-0.325240139166821,0.990870235,48.1574755,-0.115898997,37.99024975,0.55360001,100070,266578,378970,0.7034,0.264057840990052,0.439342159009948,NA,NA,232450,146742,NA,384377,0.605,0.382,NA,NA,NA,0
"523",1985,"Montana","MT","Schwinden, Ted",2,1,1,4,0,0,0,1,NA,NA,NA,NA,7.500000125,0.498695,11251.5,0.0155289409638824,9.684702475,0.16934810134982,2.52967414575,5.00691661622119,0.9484940025,50.10367475,-0.1248955,44.12375075,0.72710001,169313,190604,367021,0.5193,0.461316927369279,0.0579830726307214,0.5625,0.295,190412,168936,NA,365674,0.521,0.462,NA,NA,NA,0
"524",1989,"Montana","MT","Stephens, Stan",1,0,1,4,0,0,0,0,0,3,NA,NA,6.32500005,0.58018777,13671,0.0630023757911695,11.3301,0.0439693799729332,4.04526783045,0.0948278350666804,0.9818342625,44.82017525,-0.0789207525,44.92574975,0.47040001,198421,209401,407842,0.5134,0.486514385472806,0.0268856145271945,0.378333333333333,0.475416666666667,144207,154507,107225,410611,0.351,0.376,0.261,NA,NA,0
"525",1993,"Montana","MT","Racicot, Marc F.",1,0,0,4,2,0,0,1,0,2,NA,NA,5.525000025,0.650179995,17188.5,0.0496505084611072,12.062275,0.00204227047173958,5.141711872,0.0650686364753924,0.9198422425,44.806926,-0.232850755,35.6327505,0.48649999,84407,320768,405175,0.7917,0.208322329857469,0.583377670142531,0.7175,0.2125,179652,167922,55229,407261,0.441,0.413,0.136,0.381333333333333,0.589666666666667,1
"526",1997,"Montana","MT","Racicot, Marc F.",2,0,1,4,2,1,0,1,NA,NA,NA,NA,5.274999975,0.7201532575,20422.75,0.0453081576512056,11.278125,-0.0085505887181351,4.645991919,-0.0105227750102467,0.7485812475,39.47377425,-0.203250505,30.2675005,0.20829999,193131,209135,410192,0.5098,0.470830732925069,0.0389692670749307,0.779166666666667,0.208888888888889,240178,137126,24437,410997,0.584,0.334,0.059,0.4025,0.5725,1
"527",2001,"Montana","MT","Martz, Judy",1,0,1,4,2,0,0,0,0,2,NA,NA,4.699999925,0.8223297425,25108.25,0.0655982440000168,11.39545,-0.0190976174195154,4.331948357,-0.0776076374661896,0.8251405075,45.84907525,-0.157015498,36.0435,0.48010001,205313,225016,446146,0.5044,0.460192403383646,0.0442075966163543,0.2725,0.74,266063,173710,NA,450445,0.591,0.386,NA,0.674375,0.295,0
