"","year","state","st","gov_name","term_in_office","gov_party","term_length","limit_type","lame_duck_last_term","gub_election","gov_pres_same_elect_year","gov_pres_same_party","unemployment","state_cpi","gross_state_product","lagged_gsp","change_gsp","electoral_competitiveness","citizen_ideology","state_ideology","stimson_mood","gub_dem_vote_prop","votes_for_runnerup","votes_for_winner","total_gub_votes","winner_vote_proportion","runnerup_vote_proportion","diff_vote_proportion","mean_gub_approve","mean_gub_disapprove","Republican_Popular_Vote","Democrat_Popular_Vote","Third_Party_Popular_Vote","total_popular_votes","Republican_Popular_Vote_Proportion","Democrat_Popular_Vote_Proportion","Third_Party_Popular_Vote_Proportion","mean_pres_approve","mean_pres_disapprove","pres_party"
"2653",1968,"South Carolina","SC","McNair, Robert E.",1,1,4,1,1,0,0,0,NA,0.124623,8170,7381,0.10689608454139,0.616175,7.1602802,NA,55.436001,0.58160001,NA,NA,NA,NA,NA,NA,NA,NA,254062,197486,215430,666978,0.381,0.296,0.323,NA,NA,NA
"2654",1969,"South Carolina","SC","McNair, Robert E.",1,1,4,1,1,0,0,1,NA,0.13934501,8874,8170,0.0861689106487149,0.64892101,8.1440401,NA,51.252998,0.58160001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2655",1970,"South Carolina","SC","McNair, Robert E.",1,1,4,1,1,1,0,1,NA,0.15115599,9556,8874,0.0768537299977463,0.64617097,11.0194,NA,55.238998,0.53049999,221233,249951,484257,0.5162,0.456850391424388,0.0593496085756117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2656",1971,"South Carolina","SC","West, John C.",1,1,4,1,1,0,0,1,NA,0.160878,10551,9556,0.104123064043533,0.64342099,25.139,NA,55.271,0.53049999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2657",1972,"South Carolina","SC","West, John C.",1,1,4,1,1,0,0,1,NA,0.170871,11897,10551,0.127570846365273,0.654679,14.0483,NA,52.480999,0.53049999,NA,NA,NA,NA,NA,NA,NA,NA,477044,186824,NA,673960,0.708,0.277,NA,NA,NA,NA
"2658",1973,"South Carolina","SC","West, John C.",1,1,4,1,1,0,0,1,NA,0.18605,13761,11897,0.15667815415651,0.66593701,22.4755,NA,45.993,0.53049999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2659",1974,"South Carolina","SC","West, John C.",1,1,4,1,1,1,0,1,NA,0.20849299,15312,13761,0.112709832134293,0.70316201,15.7802,NA,45.532001,0.4833,248938,266109,523199,0.5086,0.475799839066971,0.0328001609330292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2660",1975,"South Carolina","SC","Edwards, James",1,0,4,1,1,0,0,0,8.6999998,0.22734,16030,15312,0.0468913270637408,0.74038601,27.9405,NA,46.869999,0.4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2661",1976,"South Carolina","SC","Edwards, James",1,0,4,1,1,0,0,0,6.9000001,0.243902,18177,16030,0.133936369307548,0.77004999,30.345501,-0.28854001,46.066002,0.4833,NA,NA,NA,NA,NA,NA,NA,NA,346149,450807,NA,802583,0.431,0.562,NA,NA,NA,NA
"2662",1977,"South Carolina","SC","Edwards, James",1,0,4,1,1,0,0,1,7.1999998,0.261953,20103,18177,0.105958078890906,0.79971302,28.8358,-0.43430299,45.167,0.4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2663",1978,"South Carolina","SC","Edwards, James",1,0,4,1,1,1,0,1,5.6999998,0.284361,22976,20103,0.142913992936378,0.75947797,33.551998,-0.15365399,45.018002,0.61900002,236946,384898,627182,0.6137,0.377794643341167,0.235905356658833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2664",1979,"South Carolina","SC","Riley, Richard",1,1,4,1,1,0,0,0,5,0.31639901,25507,22976,0.110158426183844,0.71924299,28.662001,-0.33390301,42.092999,0.61900002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2665",1980,"South Carolina","SC","Riley, Richard",1,1,4,1,1,0,0,0,6.9000001,0.355414,27607,25507,0.0823303406907907,0.68474901,30.368,-0.249125,40.848,0.61900002,NA,NA,NA,NA,NA,NA,NA,NA,441841,430385,14153,894071,0.494,0.481,0.016,NA,NA,NA
"2666",1981,"South Carolina","SC","Riley, Richard",1,1,4,1,1,0,0,1,8.3999996,0.39105299,31048,27607,0.124642300865722,0.65025502,30.0079,-0.094305001,41.333,0.61900002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2667",1982,"South Carolina","SC","Riley, Richard",1,1,4,1,1,1,0,1,10.8,0.41401201,32353,31048,0.0420316928626643,0.650051,30.6488,-0.216979,42.994999,0.69800001,202806,468819,671625,0.698,0.301963149078727,0.396036850921273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2668",1983,"South Carolina","SC","Riley, Richard",2,1,4,2,1,0,0,1,10,0.43002099,35850,32353,0.108088894383828,0.64984697,38.568901,-0.202655,42.618,0.69800001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2669",1984,"South Carolina","SC","Riley, Richard",2,1,4,2,1,0,0,1,7.0999999,0.446778,41203,35850,0.14931659693166,0.656744,28.7083,-0.088385001,41.167,0.69800001,NA,NA,NA,NA,NA,NA,NA,NA,615539,344459,NA,968529,0.636,0.356,NA,NA,NA,NA
"2670",1985,"South Carolina","SC","Riley, Richard",2,1,4,2,1,0,0,1,6.8000002,0.46212101,43988,41203,0.0675921656190084,0.66364002,29.7824,-0.072164997,42.112999,0.69800001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2671",1986,"South Carolina","SC","Riley, Richard",2,1,4,2,1,1,0,1,6.1999998,0.47272199,47748,43988,0.0854778575975266,0.72108197,37.952702,-0.30343401,42.978001,0.4844,361325,384565,753751,0.5102,0.479369181599759,0.0308308184002409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2672",1987,"South Carolina","SC","Campbell, Carroll",1,0,4,2,0,0,0,0,5.5999999,0.49101299,52688,47748,0.103459830778252,0.77852398,46.088299,-0.235834,43.948002,0.4844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2673",1988,"South Carolina","SC","Campbell, Carroll",1,0,4,2,0,0,0,0,4.5,0.511289,57329,52688,0.0880845733373823,0.82952303,48.263401,-0.215316,42.632,0.4844,NA,NA,NA,NA,NA,NA,NA,NA,606443,370554,NA,986009,0.615,0.376,NA,NA,NA,NA
"2674",1989,"South Carolina","SC","Campbell, Carroll",1,0,4,2,0,0,0,0,4.6999998,0.53489703,61347,57329,0.0700866925988592,0.88052201,35.778999,-0.32984599,43.953999,0.4844,NA,NA,NA,NA,NA,NA,0.66,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2675",1990,"South Carolina","SC","Campbell, Carroll",1,0,4,2,0,1,0,0,4.6999998,0.56142598,65157,61347,0.0621057264413907,0.89983302,39.156601,-0.2396,45.297001,0.28619999,212034,528831,760965,0.6949,0.278638307937947,0.416261692062053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676",1991,"South Carolina","SC","Campbell, Carroll",2,0,4,2,1,0,0,0,6.1999998,0.57871401,68000,65157,0.043633070890311,0.91914397,45.7659,-0.28095999,42.717999,0.28619999,NA,NA,NA,NA,NA,NA,0.72,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2677",1992,"South Carolina","SC","Campbell, Carroll",2,0,4,2,1,0,0,0,6.1999998,0.59553599,71848,68000,0.0565882352941176,0.94508302,48.2099,-0.32527301,41.210999,0.28619999,NA,NA,NA,NA,NA,NA,NA,NA,577507,479514,138872,1202527,0.48,0.399,0.115,NA,NA,NA
"2678",1993,"South Carolina","SC","Campbell, Carroll",2,0,4,2,1,0,0,1,7.5,0.61193597,76158,71848,0.0599877519207215,0.971021,44.7757,-0.24343801,41.050999,0.28619999,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2679",1994,"South Carolina","SC","Campbell, Carroll",2,0,4,2,1,1,0,1,6.3000002,0.62860799,82062,76158,0.0775230441975892,0.97455603,41.654202,-0.34362701,37.150002,0.48710001,447002,470756,933850,0.5041,0.478665738608984,0.0254342613910157,0.685,0.315,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0.656666666666667,1
"2680",1995,"South Carolina","SC","Beasley, David",1,0,4,2,0,0,0,1,5.4,0.64670998,87248,82062,0.0631961200068241,0.978091,36.293499,-0.34323201,34.831001,0.48710001,NA,NA,NA,NA,NA,NA,0.52,0.385,NA,NA,NA,NA,NA,NA,NA,0.335,0.665,1
"2681",1996,"South Carolina","SC","Beasley, David",1,0,4,2,0,0,0,1,6,0.66735202,90755,87248,0.0401957637997432,0.98113197,37.8013,-0.227166,32.161999,0.48710001,NA,NA,NA,NA,NA,NA,0.586666666666667,0.39,573458,506283,64386,1151689,0.498,0.44,0.056,0.37,0.63,1
"2682",1997,"South Carolina","SC","Beasley, David",1,0,4,2,0,0,0,1,4.5,0.68483698,97149,90755,0.0704534185444328,0.984173,41.3675,-0.286412,32.132999,0.48710001,NA,NA,NA,NA,NA,NA,0.616666666666667,0.356666666666667,NA,NA,NA,NA,NA,NA,NA,0.37,0.63,1
"2683",1998,"South Carolina","SC","Beasley, David",1,0,4,2,0,1,0,1,3.8,0.69687998,103222,97149,0.0625122234917499,0.98953402,41.065701,-0.139258,30.879999,0.54079998,484088,570070,1070869,0.5323,0.452051558127091,0.0802484418729088,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.58,1
"2684",1999,"South Carolina","SC","Hodges, Jim",1,1,4,2,0,0,0,0,4.5,0.71288002,109992,103222,0.0655867935130108,0.99489498,53.5033,-0.224819,31.499001,0.54079998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2685",2000,"South Carolina","SC","Hodges, Jim",1,1,4,2,0,0,0,0,3.9000001,0.74108201,115392,109992,0.0490944795985162,0.996687,44.792099,-0.19111601,35.936001,0.54079998,NA,NA,NA,NA,NA,NA,0.42,0.48,785937,565561,20200,1382717,0.568,0.409,0.015,0.48,0.49,1
"2686",2001,"South Carolina","SC","Hodges, Jim",1,1,4,2,0,0,0,1,5.4000001,0.76002502,119976,115392,0.0397254575707155,0.998478,42.975899,-0.24931601,39.183998,0.54079998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687",2002,"South Carolina","SC","Hodges, Jim",1,1,4,2,0,1,0,1,6,0.77402401,124333,119976,0.0363155964526238,0.95795399,49.622601,-0.16374101,38.869999,0.47099999,521140,585422,1107725,0.5285,0.470459726015031,0.0580402739849691,0.48,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2688",2003,"South Carolina","SC","Sanford, Mark",1,0,4,2,0,0,0,0,6.8000002,0.79318303,130403,124333,0.0488205062211964,0.91438699,46.208302,-0.27348599,39.299999,0.47099999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2689",2004,"South Carolina","SC","Sanford, Mark",1,0,4,2,0,0,0,0,6.9000001,0.81972802,134765,130403,0.0334501506867173,0.87404102,40.7733,-0.267557,39.707001,0.47099999,NA,NA,NA,NA,NA,NA,NA,NA,937974,661699,NA,1617730,0.58,0.409,NA,NA,NA,NA
"2690",2005,"South Carolina","SC","Sanford, Mark",1,0,4,2,0,0,0,0,6.71666666666667,0.85247302,141929,134765,0.0531592030571737,0.83369499,46.1852,-0.238764,35.738998,0.47099999,NA,NA,NA,NA,NA,NA,0.503333333333333,0.412222222222222,NA,NA,NA,NA,NA,NA,NA,0.451428571428571,0.515714285714286,0
"2691",2006,"South Carolina","SC","Sanford, Mark",1,0,4,2,0,1,0,0,6.45833333333333,0.886105,149285,141929,0.051828731267042,0.82955903,44.2202,-0.38263199,37.166,0.4483,489076,601868,1091952,0.5512,0.447891482409483,0.103308517590517,0.532727272727273,0.409090909090909,NA,NA,NA,NA,NA,NA,NA,0.414545454545454,0.555454545454546,0
"2692",2007,"South Carolina","SC","Sanford, Mark",2,0,4,2,1,0,0,0,5.65,0.91794097,158041,149285,0.0586529122148909,0.825423,47.079201,-0.281297,39.082001,0.4483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,0.415,0
"2693",2008,"South Carolina","SC","Sanford, Mark",2,0,4,2,1,0,0,0,6.85,0.955401,159500,158041,0.00923178162628679,0.824157,47.901501,-0.346452,38.230999,0.4483,NA,NA,NA,NA,NA,NA,0.61,0.33,1034896,862449,NA,1920969,0.539,0.449,NA,0.493333333333333,0.48,0
"2694",2009,"South Carolina","SC","Sanford, Mark",2,0,4,2,1,0,0,0,11.2333333333333,0.95155001,158786,159500,-0.00447648902821318,0.82289201,48.3335,-0.32732299,40.883999,0.4483,NA,NA,NA,NA,NA,NA,0.34,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695",2010,"South Carolina","SC","Sanford, Mark",2,0,4,2,1,1,0,0,11.1333333333333,0.95929599,164445,158786,0.0356391621427581,0.82203001,44.550098,-0.26655099,37.069,0.47729999,630534,690525,1344198,0.5137,0.469078216155656,0.0446217838443443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696",2011,"South Carolina","SC","Haley, Nikki R.",1,0,4,2,0,0,0,0,10.5416666666667,NA,NA,164445,NA,NA,41.523102,-0.31193599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697",2012,"South Carolina","SC","Haley, Nikki R.",1,0,4,2,0,0,0,0,9.2,NA,NA,NA,NA,NA,35.903198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071645,865941,NA,1964118,0.546,0.441,NA,NA,NA,NA
"2698",2013,"South Carolina","SC","Haley, Nikki R.",1,0,4,2,0,0,0,0,7.61666666666667,NA,NA,NA,NA,NA,41.780701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2699",2014,"South Carolina","SC","Haley, Nikki R.",1,0,4,2,0,1,0,0,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,516166,696645,1246301,0.559,0.414158377470611,0.144841622529389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2700",2015,"South Carolina","SC","Haley, Nikki R.",2,0,4,2,1,0,0,0,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701",2016,"South Carolina","SC","Haley, Nikki R.",2,0,4,2,NA,0,0,0,4.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1155389,855373,49204,2103027,0.549,0.407,0.023,NA,NA,NA
"2702",2017,"South Carolina","SC","McMaster, Henry",0,0,4,2,0,0,0,0,4.25833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2703",1950,"South Dakota","SD","Mickelson, George T.",2,0,2,0,0,1,0,1,NA,NA,NA,NA,NA,0.66207099,NA,NA,NA,0.39109999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2704",1951,"South Dakota","SD","Anderson, Sigurd",1,0,2,0,0,0,0,1,NA,NA,NA,NA,NA,0.68087101,NA,NA,NA,0.39109999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2705",1952,"South Dakota","SD","Anderson, Sigurd",1,0,2,0,0,1,0,1,NA,NA,NA,NA,NA,0.65341598,NA,NA,NA,0.2985,NA,NA,NA,NA,NA,NA,NA,NA,203857,90426,NA,294283,0.693,0.307,NA,NA,NA,NA
"2706",1953,"South Dakota","SD","Anderson, Sigurd",2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,0.62596202,NA,NA,NA,0.2985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2707",1954,"South Dakota","SD","Anderson, Sigurd",2,0,2,0,0,1,0,0,NA,NA,NA,NA,NA,0.63609898,NA,NA,NA,0.43329999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2708",1955,"South Dakota","SD","Foss, Joe",1,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,0.64623702,NA,NA,NA,0.43329999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2709",1956,"South Dakota","SD","Foss, Joe",1,0,2,0,0,1,0,0,NA,NA,NA,NA,NA,0.707277,NA,NA,44.851002,0.45609999,NA,NA,NA,NA,NA,NA,NA,NA,171569,122288,NA,293857,0.584,0.416,NA,NA,NA,NA
"2710",1957,"South Dakota","SD","Foss, Joe",2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,0.768318,NA,NA,44.651001,0.45609999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711",1958,"South Dakota","SD","Foss, Joe",2,0,2,0,0,1,0,0,NA,NA,NA,NA,NA,0.84127802,NA,NA,52.944,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2712",1959,"South Dakota","SD","Herseth, Ralph E.",1,1,2,0,0,0,0,1,NA,NA,NA,NA,NA,0.91423899,NA,NA,49.405998,0.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713",1960,"South Dakota","SD","Herseth, Ralph E.",1,1,2,0,0,1,0,1,NA,0.122307,NA,NA,NA,0.90188301,55.705399,NA,50.691002,0.49270001,NA,NA,NA,NA,NA,NA,NA,NA,178417,128070,NA,306487,0.582,0.418,NA,NA,NA,NA
"2714",1961,"South Dakota","SD","Gubbrud, Archie M.",1,0,2,0,0,0,0,1,NA,0.122123,NA,NA,NA,0.88952798,43.0368,NA,57.167999,0.49270001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2715",1962,"South Dakota","SD","Gubbrud, Archie M.",1,0,2,0,0,1,0,1,NA,0.127525,NA,NA,NA,0.82144803,42.6036,NA,54.712002,0.43900001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2716",1963,"South Dakota","SD","Gubbrud, Archie M.",2,0,2,0,0,0,0,1,NA,0.125229,1610,NA,NA,0.75336701,49.636299,NA,53.674999,0.43900001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717",1964,"South Dakota","SD","Gubbrud, Archie M.",2,0,2,0,0,1,0,1,NA,0.12649199,1597,1610,-0.00807453416149073,0.76897699,49.952301,NA,54.366001,0.4833,NA,NA,NA,NA,NA,NA,NA,NA,130108,163010,NA,293118,0.444,0.556,NA,NA,NA,NA
"2718",1965,"South Dakota","SD","Boe, Nils A.",1,0,2,0,0,0,0,1,NA,0.137073,1763,1597,0.103944896681277,0.78458703,40.216999,NA,56.213001,0.4833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2719",1966,"South Dakota","SD","Boe, Nils A.",1,0,2,0,0,1,0,1,NA,0.145436,1919,1763,0.0884855360181509,0.77405697,38.101501,NA,56.035999,0.42289999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2720",1967,"South Dakota","SD","Boe, Nils A.",2,0,2,0,0,0,0,1,NA,0.153373,1960,1919,0.0213652944241793,0.76352698,48.6096,NA,47.080002,0.42289999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2721",1968,"South Dakota","SD","Boe, Nils A.",2,0,2,0,0,1,0,1,NA,0.16324,2093,1960,0.0678571428571428,0.73303401,32.281799,NA,47.751999,0.42410001,117260,159646,276906,0.5765,0.423465002564047,0.153034997435953,NA,NA,149841,118023,13400,281264,0.533,0.42,0.048,NA,NA,NA
"2722",1969,"South Dakota","SD","Farrar, Frank L.",1,0,2,0,0,0,0,0,NA,0.173269,2273,2093,0.0860009555661729,0.70254201,50.679001,NA,46.84,0.42410001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2723",1970,"South Dakota","SD","Farrar, Frank L.",1,0,2,0,0,1,0,0,NA,0.185661,2437,2273,0.0721513418389794,0.76473701,49.5145,NA,48.352001,0.5485,108347,131616,239963,0.5485,0.451515441963969,0.0969845580360306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2724",1971,"South Dakota","SD","Kneip, Richard F.",1,1,2,0,0,0,0,1,NA,0.197436,2656,2437,0.0898645876077144,0.82693201,50.989201,NA,50.685001,0.5485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2725",1972,"South Dakota","SD","Kneip, Richard F.",1,1,2,0,0,1,0,1,NA,0.21041501,3046,2656,0.14683734939759,0.93621802,44.292999,NA,50.820999,0.60030001,123165,185012,308177,0.6003,0.399656690797821,0.200643309202179,NA,NA,166476,139945,NA,307415,0.542,0.455,NA,NA,NA,NA
"2726",1973,"South Dakota","SD","Kneip, Richard F.",2,1,2,2,0,0,0,1,NA,0.23239399,3958,3046,0.29940906106369,0.95449501,45.208099,NA,47.750999,0.60030001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2727",1974,"South Dakota","SD","Kneip, Richard F.",2,1,2,2,0,1,0,1,NA,0.252334,3966,3958,0.00202122283981798,0.93568099,40.6768,NA,45.992001,0.53619999,129077,149151,278228,0.5361,0.46392526992251,0.0721747300774904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2728",1975,"South Dakota","SD","Kneip, Richard F.",3,1,4,2,0,0,0,1,3.7,0.275058,4400,3966,0.109430156328795,0.916866,56.646702,NA,46.112,0.53619999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2729",1976,"South Dakota","SD","Kneip, Richard F.",3,1,4,2,0,0,0,1,3.4000001,0.28753701,4645,4400,0.0556818181818182,0.97622901,47.4048,-0.040408,43.804001,0.53619999,NA,NA,NA,NA,NA,NA,NA,NA,151505,147068,NA,300678,0.504,0.489,NA,NA,NA,NA
"2730",1977,"South Dakota","SD","Kneip, Richard F.",3,1,4,2,0,0,0,0,3.3,0.31034499,5116,4645,0.101399354144241,0.96440703,45.888199,-0.315539,41.971001,0.53619999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2731",1978,"South Dakota","SD","Kneip, Richard F. followed by Harvey L. Wollman",0,1,4,2,0,1,0,0,3.0999999,0.33726701,5971,5116,0.167122752150117,0.90264398,47.256001,-0.26392499,42.264999,0.4337,112679,147116,259795,0.5663,0.433722742931927,0.132577257068073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2732",1979,"South Dakota","SD","Janklow, William J.",1,0,4,2,0,0,0,1,3.5,0.373602,6716,5971,0.124769720314855,0.84087998,53.957401,-0.421049,38.278999,0.4337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2733",1980,"South Dakota","SD","Janklow, William J.",1,0,4,2,0,0,0,1,4.6999998,0.41163799,6760,6716,0.00655151876116733,0.80054599,39.8545,-0.209306,37.044998,0.4337,NA,NA,NA,NA,NA,NA,NA,NA,198343,103855,21431,327703,0.605,0.317,0.065,NA,NA,NA
"2734",1981,"South Dakota","SD","Janklow, William J.",1,0,4,2,0,0,0,0,5.0999999,0.45126301,7661,6760,0.133284023668639,0.76021099,40.494598,-0.1217,37.097,0.4337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2735",1982,"South Dakota","SD","Janklow, William J.",1,0,4,2,0,1,0,0,5.5,0.47418499,7709,7661,0.00626550058739062,0.74238199,46.255299,-0.58420199,39.346001,0.2913,81136,197429,278565,0.7087,0.291264157377991,0.417435842622009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2736",1983,"South Dakota","SD","Janklow, William J.",2,0,4,2,1,0,0,0,5.4000001,0.48693901,8123,7709,0.0537034634842393,0.724554,49.827702,-0.524795,39.945,0.2913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2737",1984,"South Dakota","SD","Janklow, William J.",2,0,4,2,1,0,0,0,4.3000002,0.50521898,9194,8123,0.131847839468177,0.70851099,43.865299,-0.21103001,40.578999,0.2913,NA,NA,NA,NA,NA,NA,NA,NA,200267,116113,NA,317867,0.63,0.365,NA,NA,NA,NA
"2738",1985,"South Dakota","SD","Janklow, William J.",2,0,4,2,1,0,0,0,5.0999999,0.51968199,9588,9194,0.0428540352403741,0.69246799,36.086601,-0.47109699,41.123001,0.2913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2739",1986,"South Dakota","SD","Janklow, William J.",2,0,4,2,1,1,0,0,4.6999998,0.52881402,10067,9588,0.0499582811848143,0.71330899,44.433899,-0.25499499,43.016998,0.48190001,141898,152543,294441,0.5181,0.481923373443236,0.0361766265567635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2740",1987,"South Dakota","SD","Mickelson, George S.",1,0,4,2,0,0,0,0,4.1999998,0.54639101,10669,10067,0.0597993443925697,0.73414999,60.744301,0.042642001,43.622002,0.48190001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2741",1988,"South Dakota","SD","Mickelson, George S.",1,0,4,2,0,0,0,0,3.9000001,0.565687,11173,10669,0.0472396663229919,0.76481301,52.2938,-0.264716,43.702,0.48190001,NA,NA,NA,NA,NA,NA,NA,NA,165415,145560,NA,312991,0.528,0.465,NA,NA,NA,NA
"2742",1989,"South Dakota","SD","Mickelson, George S.",1,0,4,2,0,0,0,0,4.1999998,0.59091997,11790,11173,0.0552224111697843,0.79547501,63.952599,-0.41933101,44.862999,0.48190001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2743",1990,"South Dakota","SD","Mickelson, George S.",1,0,4,2,0,1,0,0,3.7,0.619605,12770,11790,0.0831212892281594,0.80351299,46.353298,-0.113592,46.083,0.41049999,105525,151198,256723,0.589,0.411046147014486,0.177953852985514,0.575,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
